alteracoes,com_problema
amassamento no paralama dianteiro esquerdo,
pequeno amassado no para choque traseiro lado do motorista,
lanterna traseira direita sem acender luminoso traseiro fora do suporte giroflex com acendimento somente parcial veiculo deixado na delegacia 01 para reparos troca realizada para a vtr pbn 6765,
borracha da porta traseira esquerda solta,
precisa de alinhamento e balanceamento,
conforme relatado anteriormente,
detectado ruido na roda traseira esquerda equipe deslocou a oficina onde foi detectado a baixa vida util da pastilha de freio,
sem alteracoes sem cones,
luz baixa do farol do lado direito com mal contato,
lanterna de pisca direito dianteiro nao funciona foi observado que lanterna encontrava se quebrada e colada,1
luz espia edc acendendo de forma intermitente,
veiculo com os dois pneus dianteiros desgastados por dentro frise se que os mesmos ja estao no arame,
em recebimento,
sistema de controle de abertura e fechamento de postas inoperante lado do motorista sem acionar abertura e fechamento de vidro porta do motorista console solto da porta lampada do farol de luz baixa lado esquerdo queimada parafuso fixador porta do passageiro diateira frouxo,
nos primeiros kilometros de uso da vtr foi providenciado calibragem dos pneus com 35 libras de pressao necessidade de acompanhamento da pressao do pneu traseiro direito em razao de suspeita de vazamento cartao de abastecimento da vtr se encontra com a equipe c12 112 para acerto de abastecimento no posto 2 irmaos,1
acendedor de cigarro dianteiro esquerdo sem funcionar,
estepe furado,
o radio digital de comunicacao da viatura nao esta funcionando a bateria descarregou foi dado carga apos a passagem de servico a viatura ficou ligada ate a troca pelo gm cobalt placas mle6637,
falta a capa do retrovisor direito palhetas dos limpadores de para brisa estao pouco eficientes,1
limpador de para brisa ressecado,1
recebemos a vtr com par brisa trincado e lanterna do para choque quebrada,
apresentou defeito no cinto de seguranca do condutor para travar precisa apertar o botao de engate todos os pneus foram calibrados no dia 03 03 21 baixa pressao dianteiro direito no painel portanto no dia 08 03 21 foi necessario calibrar novamente pois existia luz indicadora no painel novamente dianteiro esquerdo estava com 25psi e dianteiro direito com 17psi,
tamba da porta do tanque com travas quebradas e marcas de adesivos plasticos,
aviso de troca de oleo,
conforme pdi anterior vtr sem forca quando acelera parece que patina a embreagem,
porta traseira com defeitos e amassada,
lanterna traseira direita e para choque traseiro arranhado,
carenagem do giroflex esta quebrada farois ineficientes porta traseira direita fazendo barulho de solta,
arranhoes por toda extensao da lataria,
vtr foi deslocado para p2 pelos prf fabio cesar e b medeiros os quais deixaram a vtr qgp 2034 vtr nao foi utilizada pela equipe da uop01,
conserto do sistema sonoro na autoeletrica santo antonio 08 03,
estepe sem condicoes de uso 3 pneus atingindo twi ar condicionado ineficiente vtr apresentando desalinhamento,
lampada do farol baixo do lado esquerdo queimada abridor do capo inoperante,
lente do farol esquerdo quebrada pneu esquerdo dianteiro perdendo pressao de ar durante os pernoites,
vtr com problemas de geometria e balanceamento recebida com pequeno amassamento na porta dianteira direita vistoriada prf adroaldo deixada na kolina para revisao,
viatura indicando troca de oleo em breve,
faroois desregulados limpador de parabrisa raspando,1
protecao da descarga com os parafusos folgados,
luz interna nao funciona radio inoperante,1
capot com um furo do lado direito marcas de uso luz amarela de injecao acesa,
capo com mancha circular descascada abaixo do nome prf para choque dianteiro com arranhoes nas proximidades do farol de milha direito arranhoes nas extremidades da porta traseira direita e esquerda e porta dianteira esquerda parte traseira do suporte da caixa de roda traseira direita solto protetor da tampa do abastecimento quebrada e estando presa somente pela trava alteracoes observadas no dia 06 03 21 porta do tanque de combustivel colocada no porta luvas,
iluminacao de freio funcionando normalmente,
giroflex com trinco e fixacao frouxando,
barulho provavelmente no peito de aco,
viatura passara por manutencao preventiva oficina ideal car,
indicacao de mau funcionamento do motor no painel,
viatura voltou da manutencao preventiva estava na oficina ideal car para revisao de 100 000 km,
sensor de chuva inoperante,
viatura com amassado na parte traseira direita pequeno amassado na porta dianteira direita arranhado na porta dianteira esquerda lanterna direita quebrada,
oleo da direcao hidraulica acima do maximo oleo do motor abaixo do minimo tampa externa do tanque de combustivel sem trava radio de comunicacao da vtr nao funciona inoperante,1
tampa da cacamba amassada desbalanceada,
vtr com os 4 pneus atingindo e ultrapassando o twi luz de re apagada devido sensor de re danificado,
luz injecao eletronica acesa sem farol de neblina dianteiro direito para choque dianteiro quebrado e descascado proximo ao farol direito aviso recorrente no painel de pressao baixa no pneu dianteiro direito,
vtr estacionada na uop de eunapolis nao esta sendo usada no plantao de hoje verificar pdis anteriores,
vtr estacionada na uop de eunapolis nao esta sendo usada no plantao de hoje s a,
vtr estacionada na uop de eunapolis nao esta sendo usada no plantao de hoje lampada do farol baixo direito queimada,
vtr estacionada na uop de eunapolis pertence ao gpt verificar pdis anteriores,
nivel de oleo abaixo do ideal luz da injecao acesa trinca no para brisa,
veiculo levado para manutencao,
vtr apresentando trepidacoes no volante em baixas velocidades estalos ao passar por lombadas,
para choque danificado lataria com riscos,
sem aliteracoes relevantes,
foi usada somente para rendicao,
realizada troca de oleo do motor e filtro alem de troca do filtro do ar condicionado,
* macaneta do compartimento de carga lateral direito ausente * arranhao profundo na porta traseira esquerda * arranhao morsa na lateral direita da parte de tras * luz de injecao eletronica acesa * guarnicao da porta esquerda traseira soltando * mau contato lanterna traseira direita acende quando quer * suporte do intermitente folgado * parabrisa trincado em 2 lugares,
teclados do painel do ar,
para brisa trincado do lado esquerdo,
viatura foi levada pelo guincho prf placa kwr9819 condutor benedito antonio de almeida matricula 169631 alteracoes iniciais tampa do porta malas amassada alteracoes pos acidente viatura envolvida em acidente danificado parabrisa paralama dianteiro esquerdo parachoque dianteiro esquerdo retrovisor esquerdo,1
sem alteracoes recentes marcas de uso arranhoes,
botao numero 1 do giroflex esta emperrando,
trincado o para brisa ar condicionado nao esta gelando e barulho na roda traseira direita,
farol baixo do lado esquerdo esta queimado,
lampada farol baixo ld direito queimada,
s a aparentes indicando falta de alinhamento,
para brisas com pequenos trincados e lataria com pequenos arranhoes,
a luz da injecao eletronica acende aleatoriamente pequena avaria no para choque na lateral esquerda entre o para choque e a caixa de roda dianteira esquerda,
essa viatura esta sem acionar a partida aparentemente a bateria esta descarregada,
vtr esta com troca de oleo vencida,1
pneu dianteiro esquerdo furado estepe usado em substituicao,
viatura na oficina da chevrolet capri catalao para troca de oleo,
parabrisas trincado no canto superio rdireito necessidade de troca dos pneus dianteiros marcacao no twi,
sistema de direcao com ruido,
por volta de 15h00 a viatura foi removida da garagem da uop prf f 6 9 1 embarcada para reparo do pneu traseiro esquerdo responsavel prf h simoes matricula nr 1970829 dilog farol baixo dianteiro direito queimado luz de re queimada luz traseira esquerda pendurada,
c 6 9 17 luz de posicao dianteira lado direito queimada,
luz de freio de mao piscando no painel,
lanterna traseira esquerda com o acrilico quebrado tampa da carroceria amassado capota maritima danificada retrovisores externos movendo com dificuldade luz auxiliar esquerda com defeito luz de injecao eletronica acessa no painel nivel do fluido de radiador no minimo,
vtr com ar condicionado sem funcionar corretamente,
amassado na lataria proximo a caixa de roda direita traseira,
alguns danos,
amassados na lataria,
recebida com pneu step em cima do compartimento de carga e furado,
viatura de instrucao com diversos riscos arranhoes e amassamentos na lataria,
alem das alteracoes ja lancadas observou se 1 barulho na correia do alternador,
alem das alteracoes ja lancadas nas pd s anteriores observou se 1 pequenos amassados no paralama dianteiro e capo sem qualquer comprometimento a seguranca 2 lente do giroflex lado direito faltante,
fsrol de luz baixa esq queimado,
lua do freio de mao piscando no painel,
pneu traseiro direito com desgaste acentuado na banda externa direita,
trocado oleo e 2 pneus traseiros,
amassados e arranhoes,
luz de freio traseiro direito funcionando somente o segundo filamento,
freio baixo e giro funcionando de forma precaria,
lanterna traseira direita com uma das lampadas queimada,
remendo do pneu traseiro direito aparecendo,
farol baixo da luz esquerda queimado,
luz baixa farol dianteiro direito queimado farol desregulado apontado para baixo esta muito ruim a visibilidade noturna para choques dianteiro danificado,
conferencia nivel fluido refrigeracao ok nivel oleo motor ok nivel fluido freio ok nivel fluido direcao ok iluminacao ok lataria riscos e arranhoes decorrentes de desgaste radio ok obs 04 pneus substituidos em 19 09 km 77465 locatelli pneus sistema de freios requer cuidado sendo necessario antecipar seu acionamento realizada revisao de 100 mil km perkal autorizada gm com substituicao de correia dentada km 101882 08 03 2021,
nao verificadas,
vtr na garagem da uop,
reservatorio do limpador do para brisa defeituoso,1
roda direita dianteira amassada vtr suja,
c6104 l bento e dionizio,
sem deslocamento,
oleo vencido sem deslocamento,1
pane eletrica sem movimentacao,1
veiculo sem a capa do retrovisor externo lado direito,
viatura utilizada pela 1 equipe grande protetora de ferro dianteira danificada conforme relatado pelo prf nogueira em parte diaria de servico anterior lente do farol de neblina direito danifcada,
sera relatado,
ranhuras superficiais nas laterais e boras lanterna de ronda lado esquerdo queimada ou com defeito comando de bordo mostrando luz de motor provavel manutencao ou troca de oleo,
indicacao no painel de falha no airbag,1
